Date,Activo,BTC-USD
2014-09-18,-0.0239500449621325,-0.0746433511490503
2014-09-19,0.0033915404488134,-0.0724015083159868
2014-09-22,0.0282202481809271,0.018460996198744084
2014-09-23,0.0435691742526163,0.08033258980830826
2014-09-24,0.0169585831307797,-0.029306072958098284
2014-09-25,-0.063503602781176,-0.027867817193167888
2014-09-26,0.0242817499705414,-0.01752257126516721
2014-09-29,-0.0483154392730796,-0.07429566255274889
2014-09-30,0.0053246934256773,0.030109367868546677
2014-10-01,-0.0022827916944384,-0.008640560327417113
2014-10-02,0.1062575704636753,-0.022521436563614827
2014-10-03,0.0133211642868302,-0.042370445494221975
2014-10-06,-0.0025062709379108,-0.08541548788750397
2014-10-07,-0.0058948382863429,0.018335537549769576
2014-10-08,0.0181807470790793,0.04863049010753251
2014-10-09,-0.006420591119233,0.03367050886515788
2014-10-10,0.0202197659516223,-0.00953501968586945
2014-10-13,-0.0005415805727643,0.07677415139200772
2014-10-14,-0.0033843223305628,0.026429454735337643
2014-10-15,0.0185146889596106,-0.015326230901941962
2014-10-16,-0.0334592545383627,-0.031435894996153735
2014-10-17,0.0070973270930256,0.0031370869973761373
2014-10-20,-0.0648590793373593,-0.0023819234211348572
2014-10-21,-0.0373869386723965,0.00943698795797232
2014-10-22,0.0071894430698696,-0.00861978932439289
2014-10-23,-0.0599137052792239,-0.06675031813644416
2014-10-24,-0.0320102999776133,-0.00020087830465698175
2014-10-27,-0.0164845275926872,-0.015059279203275544
2014-10-28,-0.0890247684845832,0.013028475982844512
2014-10-29,0.0634930137705655,-0.06357224291092667
2014-10-30,-0.1035003812829132,0.028534896464091908
2014-10-31,0.0703281677963807,-0.020432871725218682
2014-11-03,0.0307419507030891,-0.032342308513166884
2014-11-04,0.0250188276460981,0.008929583542814257
2014-11-05,0.015298185066466,0.026850220194643448
2014-11-06,0.0672953492548236,0.028469860439230388
2014-11-07,0.0292610082534867,-0.019879070506610752
2014-11-10,-0.0081810640526451,0.06913129607391433
2014-11-11,-0.0504535030406846,0.002099037344141408
2014-11-12,0.0362818696966987,0.14144374235950075
2014-11-13,-0.0153361169286459,-0.006694405456441288
2014-11-14,-0.0015021527798762,-0.056008549913856065
2014-11-17,-0.0266554804216797,-0.02651622292941269
2014-11-18,0.0109196533078464,-0.032024492730085896
2014-11-19,0.060243222133634,0.014176812837003006
2014-11-20,0.032288450486573,-0.061544745368212084
2014-11-21,-0.0629479218515689,-0.019732890613734178
2014-11-24,0.0851266586380017,0.07162949780733996
